serial,epoch,datasize,batchsize,input_width,input_height,input_dim,output_dim,max_core,executor_cores,task_cpus,driver_core,executor_instances,driver_memory,executor_memory,parallelism
1558,1,60000,30,24,11,264,69,1,1,1,2,1,8g,15g,1
1559,1,60000,480,48,36,1728,6,16,4,1,5,4,1g,29g,1
1560,1,60000,1050,3,2,6,45,35,5,1,5,7,8g,6g,1
1561,1,60000,240,27,27,729,109,8,2,1,2,4,2g,20g,1
1562,1,60000,180,15,39,585,14,6,3,1,6,2,12g,13g,1
1563,1,60000,900,39,14,546,77,30,6,1,3,5,5g,28g,1
1564,1,60000,540,21,33,693,61,18,3,1,3,6,3g,2g,1
1565,1,60000,540,45,8,360,125,18,6,1,6,3,10g,17g,1
1566,1,60000,240,9,21,189,29,8,4,1,1,2,7g,9g,1
1567,1,60000,150,33,45,1485,93,5,1,1,4,5,13g,24g,1
1568,1,60000,360,20,5,100,12,12,6,1,4,2,2g,9g,1
1569,1,60000,450,45,29,1305,75,15,3,1,7,5,9g,23g,1
1570,1,60000,180,8,41,328,43,6,1,1,2,6,5g,2g,1
1571,1,60000,360,32,17,544,107,12,4,1,5,3,12g,16g,1
1572,1,60000,60,2,35,70,27,2,2,1,4,1,10g,13g,1
1573,1,60000,600,26,11,286,91,20,5,1,1,4,4g,27g,1
1574,1,60000,1260,14,23,322,59,42,7,1,6,6,13g,5g,1
1575,1,60000,360,39,47,1833,123,12,4,1,3,3,7g,20g,1
1576,1,60000,180,11,14,154,83,6,3,1,3,2,13g,14g,1
1577,1,60000,900,35,38,1330,20,30,6,1,6,5,6g,29g,1
1578,1,60000,1050,23,26,598,115,35,5,1,2,7,9g,7g,1
1579,1,60000,240,48,1,48,51,8,2,1,5,4,3g,22g,1
1580,1,60000,150,17,44,748,67,5,5,1,5,1,4g,11g,1
1581,1,60000,240,42,20,840,4,8,2,1,2,4,11g,25g,1
1582,1,60000,720,5,8,40,99,24,4,1,7,6,1g,4g,1
1583,1,60000,630,29,32,928,35,21,7,1,4,3,8g,18g,1
1584,1,60000,600,6,40,240,63,20,4,1,2,5,11g,17g,1
1585,1,60000,60,31,15,465,127,2,1,1,5,2,5g,3g,1
1586,1,60000,360,19,3,57,31,12,3,1,4,4,8g,24g,1
1587,1,60000,1260,43,27,1161,95,42,6,1,7,7,2g,10g,1
1588,1,60000,360,25,21,525,47,12,3,1,6,4,7g,21g,1
1589,1,60000,180,49,46,2254,111,6,6,1,3,1,13g,6g,1
1590,1,60000,450,13,34,442,16,15,5,1,4,3,3g,28g,1
1591,1,60000,360,37,9,333,79,12,2,1,1,6,10g,13g,1
1592,1,60000,300,16,31,496,103,10,2,1,1,5,4g,23g,1
1593,1,60000,300,40,6,240,39,10,5,1,4,2,11g,8g,1
1594,1,60000,720,3,18,54,71,24,6,1,3,4,7g,30g,1
1595,1,60000,630,28,43,1204,8,21,3,1,6,7,14g,15g,1
1596,1,60000,1050,9,12,108,119,35,7,1,6,5,9g,19g,1
1597,1,60000,240,34,37,1258,55,8,4,1,3,2,2g,4g,1
1598,1,60000,180,22,49,1078,87,6,2,1,5,3,12g,26g,1
1599,1,60000,900,46,24,1104,24,30,5,1,2,6,6g,12g,1
1600,1,60000,90,14,49,686,40,3,3,1,2,1,2g,28g,1
1601,1,60000,720,39,25,975,104,24,6,1,5,4,8g,13g,1
1602,1,60000,720,2,13,26,9,24,4,1,3,6,5g,20g,1
1603,1,60000,90,27,37,999,72,3,1,1,6,3,11g,6g,1
1604,1,60000,300,8,19,152,56,10,5,1,7,2,10g,24g,1
1605,1,60000,300,33,43,1419,120,10,2,1,4,5,3g,10g,1
1606,1,60000,720,21,31,651,25,24,4,1,5,6,13g,17g,1
1607,1,60000,630,45,6,270,88,21,7,1,2,3,6g,2g,1
1608,1,60000,360,5,34,170,128,12,6,1,2,2,14g,26g,1
1609,1,60000,450,30,9,270,64,15,3,1,5,5,7g,11g,1
1610,1,60000,360,17,22,374,96,12,2,1,3,6,10g,19g,1
1611,1,60000,450,42,46,1932,32,15,5,1,6,3,4g,4g,1
1612,1,60000,120,24,3,72,112,4,2,1,6,2,6g,30g,1
1613,1,60000,750,48,28,1344,48,25,5,1,3,5,12g,15g,1
1614,1,60000,1470,11,40,440,80,49,7,1,4,7,2g,22g,1
1615,1,60000,480,36,16,576,17,16,4,1,1,4,9g,8g,1
1616,1,60000,120,13,8,104,21,4,1,1,3,4,12g,5g,1
1617,1,60000,120,37,32,1184,84,4,4,1,6,1,5g,20g,1
1618,1,60000,540,25,45,1125,52,18,6,1,1,3,8g,12g,1
1619,1,60000,540,50,20,1000,116,18,3,1,4,6,2g,27g,1
1620,1,60000,900,19,26,494,5,30,6,1,5,5,7g,1g,1
1621,1,60000,180,44,2,88,68,6,3,1,2,2,13g,16g,1
1622,1,60000,240,7,14,98,36,8,2,1,7,4,4g,9g,1
1623,1,60000,1050,31,39,1209,100,35,5,1,4,7,10g,23g,1
1624,1,60000,750,22,23,506,76,25,5,1,4,5,3g,3g,1
1625,1,60000,120,47,48,2256,13,4,2,1,7,2,9g,18g,1
1626,1,60000,270,10,36,360,108,9,3,1,2,3,6g,11g,1
1627,1,60000,1080,34,11,374,44,36,6,1,5,6,13g,25g,1
1628,1,60000,600,4,42,168,92,20,4,1,5,5,8g,7g,1
1629,1,60000,420,28,17,476,28,14,7,1,2,2,1g,21g,1
1630,1,60000,600,16,5,80,124,20,5,1,6,4,11g,14g,1
1631,1,60000,420,40,29,1160,60,14,2,1,3,7,4g,29g,1
1632,1,60000,630,1,19,19,110,21,7,1,5,3,9g,15g,1
1633,1,60000,720,26,44,1144,46,24,4,1,2,6,3g,29g,1
1634,1,60000,240,14,32,448,78,8,2,1,7,4,13g,7g,1
1635,1,60000,150,38,7,266,15,5,5,1,4,1,6g,22g,1
1636,1,60000,180,20,38,760,126,6,2,1,3,3,1g,11g,1
1637,1,60000,900,44,13,572,62,30,5,1,6,6,8g,25g,1
1638,1,60000,900,8,1,8,94,30,6,1,1,5,5g,4g,1
1639,1,60000,180,32,26,832,30,6,3,1,4,2,11g,18g,1
1640,1,60000,360,17,10,170,54,12,4,1,4,3,5g,9g,1
1641,1,60000,1260,41,35,1435,118,42,7,1,1,6,12g,24g,1
1642,1,60000,600,4,47,188,23,20,5,1,6,4,2g,2g,1
1643,1,60000,60,29,23,667,86,2,2,1,3,1,9g,16g,1
1644,1,60000,480,11,29,319,38,16,4,1,3,4,14g,13g,1
1645,1,60000,210,35,4,140,102,7,1,1,6,7,7g,27g,1
1646,1,60000,450,23,16,368,7,15,3,1,2,5,10g,6g,1
1647,1,60000,360,47,41,1927,70,12,6,1,5,2,4g,20g,1
1648,1,60000,900,24,36,864,90,30,5,1,6,6,7g,21g,1
1649,1,60000,180,49,12,588,26,6,2,1,3,3,14g,6g,1
1650,1,60000,120,12,24,288,122,4,4,1,5,1,4g,28g,1
1651,1,60000,840,37,49,1813,58,28,7,1,2,4,11g,14g,1
1652,1,60000,540,6,6,36,74,18,3,1,1,6,12g,17g,1
1653,1,60000,540,31,30,930,11,18,6,1,4,3,6g,3g,1
1654,1,60000,240,18,42,756,106,8,4,1,3,2,9g,25g,1
1655,1,60000,150,43,18,774,42,5,1,1,6,5,3g,10g,1
1656,1,60000,360,9,45,405,3,12,2,1,6,6,8g,16g,1
1657,1,60000,450,34,21,714,66,15,5,1,3,3,2g,1g,1
1658,1,60000,360,21,9,189,34,12,6,1,5,2,11g,23g,1
1659,1,60000,450,46,33,1518,98,15,3,1,2,5,5g,8g,1
1660,1,60000,1260,15,15,225,19,42,6,1,2,7,3g,19g,1
1661,1,60000,360,40,39,1560,82,12,3,1,5,4,10g,5g,1
1662,1,60000,60,3,27,81,50,2,1,1,4,2,7g,26g,1
1663,1,60000,600,27,3,81,114,20,4,1,7,5,13g,12g,1
1664,1,60000,60,23,15,345,57,2,1,1,5,2,11g,13g,1
1665,1,60000,600,48,39,1872,120,20,4,1,2,5,5g,27g,1
1666,1,60000,1080,11,27,297,25,36,6,1,6,6,8g,6g,1
1667,1,60000,270,36,2,72,88,9,3,1,3,3,1g,20g,1
1668,1,60000,420,5,45,225,41,14,7,1,3,2,6g,9g,1
1669,1,60000,600,30,21,630,104,20,4,1,6,5,13g,24g,1
1670,1,60000,420,17,9,153,9,14,2,1,1,7,3g,2g,1
1671,1,60000,600,42,33,1386,73,20,5,1,4,4,9g,17g,1
1672,1,60000,150,8,5,40,96,5,5,1,4,1,4g,11g,1
1673,1,60000,240,33,30,990,33,8,2,1,1,4,10g,26g,1
1674,1,60000,540,20,42,840,65,18,3,1,6,6,7g,4g,1
1675,1,60000,540,45,18,810,1,18,6,1,3,3,13g,18g,1
1676,1,60000,240,14,36,504,112,8,4,1,4,2,9g,15g,1
1677,1,60000,1050,39,12,468,49,35,7,1,7,5,2g,29g,1
1678,1,60000,900,2,24,48,81,30,5,1,2,6,12g,7g,1
1679,1,60000,180,26,48,1248,17,6,2,1,5,3,5g,22g,1
1680,1,60000,450,4,32,128,13,15,3,1,7,5,3g,19g,1
1681,1,60000,360,28,7,196,77,12,6,1,4,2,9g,5g,1
1682,1,60000,360,16,19,304,45,12,4,1,5,3,6g,27g,1
1683,1,60000,180,40,44,1760,108,6,1,1,2,6,12g,12g,1
1684,1,60000,750,22,13,286,29,25,5,1,2,5,11g,16g,1
1685,1,60000,120,46,38,1748,92,4,2,1,5,2,4g,1g,1
1686,1,60000,360,10,50,500,61,12,3,1,3,4,14g,23g,1
1687,1,60000,1260,34,25,850,124,42,6,1,6,7,7g,8g,1
1688,1,60000,720,19,41,779,85,24,6,1,6,4,13g,17g,1
1689,1,60000,90,43,16,688,21,3,3,1,3,1,7g,3g,1
1690,1,60000,180,7,4,28,116,6,2,1,4,3,10g,25g,1
1691,1,60000,900,31,28,868,53,30,5,1,1,6,3g,10g,1
1692,1,60000,300,13,22,286,69,10,2,1,2,5,5g,21g,1
1693,1,60000,300,37,47,1739,5,10,5,1,5,2,11g,7g,1
1694,1,60000,840,25,35,875,100,28,7,1,4,4,2g,28g,1
1695,1,60000,840,49,10,490,37,28,4,1,7,7,8g,14g,1
1696,1,60000,450,10,43,430,114,15,5,1,1,3,6g,30g,1
1697,1,60000,360,35,18,630,51,12,2,1,4,6,13g,15g,1
1698,1,60000,480,23,6,138,83,16,4,1,3,4,3g,22g,1
1699,1,60000,210,47,31,1457,19,7,7,1,6,1,10g,8g,1
1700,1,60000,360,17,25,425,98,12,3,1,6,4,11g,26g,1
1701,1,60000,1260,41,49,2009,35,42,6,1,3,7,5g,12g,1
1702,1,60000,750,4,37,148,67,25,5,1,5,5,8g,19g,1
1703,1,60000,120,29,12,348,3,4,2,1,2,2,1g,4g,1
1704,1,60000,180,20,28,560,43,6,2,1,2,3,9g,24g,1
1705,1,60000,900,44,3,132,106,30,5,1,5,6,2g,10g,1
1706,1,60000,840,7,15,105,11,28,7,1,4,4,12g,17g,1
1707,1,60000,120,32,40,1280,75,4,4,1,7,1,6g,2g,1
1708,1,60000,540,1,9,9,59,18,6,1,6,3,4g,28g,1
1709,1,60000,540,26,34,884,122,18,3,1,3,6,10g,13g,1
1710,1,60000,150,13,46,598,27,5,1,1,5,5,7g,21g,1
1711,1,60000,240,38,22,836,90,8,4,1,2,2,14g,6g,1
1712,1,60000,1260,15,2,30,71,42,7,1,3,6,10g,7g,1
1713,1,60000,360,39,26,1014,7,12,4,1,6,3,4g,22g,1
1714,1,60000,120,3,38,114,102,4,2,1,2,2,13g,14g,1
1715,1,60000,750,27,14,378,39,25,5,1,5,5,7g,29g,1
1716,1,60000,210,9,32,288,87,7,1,1,5,7,2g,3g,1
1717,1,60000,480,33,8,264,23,16,4,1,2,4,8g,18g,1
1718,1,60000,360,21,20,420,118,12,6,1,7,2,5g,11g,1
1719,1,60000,450,46,45,2070,55,15,3,1,4,5,12g,25g,1
1720,1,60000,540,6,17,102,31,18,3,1,4,6,4g,2g,1
1721,1,60000,540,30,41,1230,94,18,6,1,7,3,11g,16g,1
1722,1,60000,150,18,29,522,63,5,5,1,2,1,1g,9g,1
1723,1,60000,240,43,5,215,126,8,2,1,5,4,8g,23g,1
1724,1,60000,840,24,48,1152,15,28,4,1,4,7,12g,5g,1
1725,1,60000,120,49,23,1127,79,4,1,1,1,4,6g,20g,1
1726,1,60000,180,12,11,132,47,6,3,1,6,2,9g,12g,1
1727,1,60000,900,36,35,1260,110,30,6,1,3,5,3g,27g,1
1728,1,60000,240,5,11,55,95,8,2,1,4,4,7g,11g,1
1729,1,60000,1050,29,36,1044,32,35,5,1,7,7,14g,25g,1
1730,1,60000,1050,17,48,816,127,35,7,1,2,5,4g,4g,1
1731,1,60000,240,41,23,943,64,8,4,1,5,2,10g,18g,1
1732,1,60000,540,23,30,690,80,18,6,1,5,3,12g,14g,1
1733,1,60000,540,48,5,240,16,18,3,1,2,6,5g,29g,1
1734,1,60000,240,11,17,187,111,8,2,1,6,4,9g,7g,1
1735,1,60000,150,35,42,1470,48,5,5,1,3,1,2g,22g,1
1736,1,60000,450,14,20,280,8,15,5,1,3,3,8g,13g,1
1737,1,60000,360,38,45,1710,72,12,2,1,6,6,1g,27g,1
1738,1,60000,450,2,33,66,40,15,3,1,1,5,11g,5g,1
1739,1,60000,360,26,8,208,103,12,6,1,4,2,5g,20g,1
1740,1,60000,270,8,39,312,24,9,3,1,5,3,3g,9g,1
1741,1,60000,1080,32,14,448,88,36,6,1,2,6,10g,24g,1
1742,1,60000,480,20,2,40,56,16,4,1,7,4,6g,2g,1
1743,1,60000,30,44,27,1188,119,1,1,1,4,1,13g,16g,1
1744,1,60000,840,22,46,1012,107,28,4,1,2,7,10g,19g,1
1745,1,60000,840,46,22,1012,44,28,7,1,5,4,3g,5g,1
1746,1,60000,300,9,10,90,76,10,5,1,3,2,13g,26g,1
1747,1,60000,300,34,34,1156,12,10,2,1,6,5,7g,12g,1
1748,1,60000,720,3,16,48,123,24,4,1,6,6,2g,23g,1
1749,1,60000,90,28,40,1120,60,3,1,1,3,3,8g,8g,1
1750,1,60000,180,15,28,420,91,6,3,1,4,2,5g,30g,1
1751,1,60000,900,40,4,160,28,30,6,1,1,5,12g,15g,1
1752,1,60000,1080,12,37,444,52,36,6,1,2,6,6g,21g,1
1753,1,60000,270,37,13,481,115,9,3,1,5,3,12g,6g,1
1754,1,60000,120,25,25,625,20,4,2,1,3,2,3g,28g,1
1755,1,60000,750,49,49,2401,84,25,5,1,6,5,9g,14g,1
1756,1,60000,180,18,7,126,36,6,1,1,7,6,14g,17g,1
1757,1,60000,360,43,31,1333,99,12,4,1,4,3,7g,3g,1
1758,1,60000,180,6,43,258,4,6,6,1,5,1,11g,24g,1
1759,1,60000,360,31,19,589,68,12,3,1,2,4,4g,10g,1
1760,1,60000,240,18,33,594,22,8,4,1,6,2,12g,23g,1
1761,1,60000,150,42,9,378,86,5,1,1,3,5,6g,9g,1
1762,1,60000,630,5,21,105,54,21,3,1,5,7,9g,16g,1
1763,1,60000,720,30,46,1380,117,24,6,1,2,4,2g,1g,1
1764,1,60000,240,12,3,36,6,8,4,1,2,2,7g,27g,1
1765,1,60000,1050,36,27,972,70,35,7,1,5,5,14g,12g,1
1766,1,60000,900,24,40,960,38,30,5,1,4,6,4g,19g,1
1767,1,60000,180,48,15,720,101,6,2,1,7,3,11g,5g,1
1768,1,60000,120,2,49,98,78,4,2,1,6,2,3g,29g,1
1769,1,60000,750,27,24,648,14,25,5,1,3,5,10g,14g,1
1770,1,60000,1080,15,12,180,109,36,6,1,5,6,6g,21g,1
1771,1,60000,270,39,36,1404,46,9,3,1,2,3,13g,7g,1
1772,1,60000,210,21,18,378,93,7,7,1,1,1,8g,25g,1
1773,1,60000,480,45,43,1935,30,16,4,1,4,4,2g,10g,1
1774,1,60000,360,8,30,240,125,12,2,1,3,6,11g,18g,1
1775,1,60000,450,33,6,198,62,15,5,1,6,3,5g,3g,1
1776,1,60000,900,10,23,230,34,30,6,1,4,5,1g,2g,1
1777,1,60000,180,35,47,1645,97,6,3,1,1,2,8g,17g,1
1778,1,60000,120,22,35,770,2,4,1,1,6,4,4g,10g,1
1779,1,60000,840,47,10,470,66,28,4,1,3,7,11g,24g,1
1780,1,60000,300,16,41,656,50,10,2,1,3,5,9g,6g,1
1781,1,60000,300,41,17,697,113,10,5,1,6,2,3g,20g,1
1782,1,60000,540,4,4,16,18,18,6,1,2,3,13g,13g,1
1783,1,60000,540,28,29,812,82,18,3,1,5,6,6g,28g,1
1784,1,60000,450,25,7,175,121,15,3,1,5,5,13g,8g,1
1785,1,60000,360,50,32,1600,58,12,6,1,2,2,7g,22g,1
1786,1,60000,480,13,44,572,89,16,4,1,7,4,10g,15g,1
1787,1,60000,210,38,20,760,26,7,1,1,4,7,4g,29g,1
1788,1,60000,600,7,26,182,105,20,5,1,3,4,5g,4g,1
1789,1,60000,60,31,1,31,42,2,2,1,6,1,12g,19g,1
1790,1,60000,360,19,14,266,74,12,4,1,1,3,2g,11g,1
1791,1,60000,1260,44,38,1672,10,42,7,1,4,6,8g,26g,1
1792,1,60000,750,19,9,171,101,25,5,1,2,5,13g,21g,1
1793,1,60000,120,44,34,1496,38,4,2,1,5,2,6g,6g,1
1794,1,60000,360,7,46,322,69,12,4,1,4,3,9g,28g,1
1795,1,60000,1260,32,21,672,6,42,7,1,7,6,3g,14g,1
1796,1,60000,450,13,27,351,117,15,3,1,6,5,4g,17g,1
1797,1,60000,360,38,3,114,54,12,6,1,3,2,11g,3g,1
1798,1,60000,480,25,15,375,85,16,4,1,4,4,1g,24g,1
1799,1,60000,210,50,40,2000,22,7,1,1,1,7,8g,10g,1
1800,1,60000,240,4,24,96,61,8,2,1,1,4,2g,19g,1
1801,1,60000,150,28,49,1372,125,5,5,1,4,1,8g,4g,1
1802,1,60000,630,16,37,592,30,21,7,1,3,3,5g,26g,1
1803,1,60000,720,41,12,492,93,24,4,1,6,6,12g,12g,1
1804,1,60000,900,22,43,946,46,30,6,1,6,5,10g,23g,1
1805,1,60000,180,47,18,846,109,6,3,1,3,2,4g,8g,1
1806,1,60000,180,10,6,60,14,6,2,1,5,3,13g,30g,1
1807,1,60000,900,35,30,1050,77,30,5,1,2,6,7g,15g,1
1808,1,60000,360,9,47,423,81,12,6,1,3,2,4g,13g,1
1809,1,60000,450,33,23,759,18,15,3,1,6,5,11g,27g,1
1810,1,60000,360,21,11,231,113,12,2,1,2,6,7g,5g,1
1811,1,60000,450,45,35,1575,50,15,5,1,5,3,14g,20g,1
1812,1,60000,60,15,17,255,65,2,1,1,4,2,9g,9g,1
1813,1,60000,600,39,41,1599,2,20,4,1,1,5,2g,24g,1
1814,1,60000,1260,2,29,58,97,42,6,1,6,7,12g,2g,1
1815,1,60000,360,27,4,108,34,12,3,1,3,4,6g,16g,1
1816,1,60000,120,24,32,768,10,4,4,1,3,1,11g,11g,1
1817,1,60000,840,48,7,336,73,28,7,1,6,4,5g,25g,1
1818,1,60000,900,12,20,240,42,30,5,1,2,6,8g,4g,1
1819,1,60000,180,36,44,1584,105,6,2,1,5,3,2g,18g,1
1820,1,60000,240,6,1,6,26,8,4,1,5,2,6g,14g,1
1821,1,60000,150,30,26,780,89,5,1,1,2,5,13g,29g,1
1822,1,60000,630,18,38,684,57,21,3,1,7,7,3g,7g,1
1823,1,60000,720,42,14,588,121,24,6,1,4,4,10g,22g,1
1824,1,60000,360,6,36,216,48,12,2,1,4,6,5g,8g,1
1825,1,60000,450,31,11,341,111,15,5,1,1,3,12g,22g,1
1826,1,60000,180,19,24,456,16,6,6,1,6,1,2g,15g,1
1827,1,60000,360,43,48,2064,79,12,3,1,3,4,8g,29g,1
1828,1,60000,1470,25,5,125,63,49,7,1,4,7,13g,4g,1
1829,1,60000,480,49,30,1470,127,16,4,1,7,4,7g,19g,1
1830,1,60000,120,12,42,504,32,4,2,1,2,2,10g,11g,1
1831,1,60000,750,37,17,629,95,25,5,1,5,5,3g,26g,1
1832,1,60000,720,15,45,675,119,24,4,1,5,6,11g,2g,1
1833,1,60000,90,40,20,800,56,3,1,1,2,3,4g,17g,1
1834,1,60000,90,3,8,24,87,3,3,1,6,1,14g,9g,1
1835,1,60000,720,28,33,924,24,24,6,1,3,4,7g,24g,1
1836,1,60000,540,9,14,126,103,18,3,1,3,6,3g,6g,1
1837,1,60000,540,34,39,1326,40,18,6,1,6,3,9g,20g,1
1838,1,60000,300,22,27,594,71,10,5,1,1,2,6g,13g,1
1839,1,60000,300,46,2,92,8,10,2,1,4,5,12g,28g,1
1840,1,60000,270,20,22,440,28,9,3,1,6,3,9g,28g,1
1841,1,60000,1080,45,47,2115,91,36,6,1,3,6,2g,14g,1
1842,1,60000,600,8,34,272,59,20,4,1,4,5,12g,21g,1
1843,1,60000,60,32,10,320,123,2,1,1,1,2,5g,7g,1
1844,1,60000,600,2,40,80,12,20,5,1,2,4,4g,25g,1
1845,1,60000,420,26,16,416,75,14,2,1,5,7,10g,10g,1
1846,1,60000,600,14,4,56,44,20,4,1,4,5,7g,18g,1
1847,1,60000,420,38,28,1064,107,14,7,1,7,2,14g,3g,1
1848,1,60000,540,11,13,143,67,18,6,1,7,3,6g,23g,1
1849,1,60000,540,35,37,1295,4,18,3,1,4,6,13g,9g,1
1850,1,60000,120,23,50,1150,99,4,1,1,5,4,3g,16g,1
1851,1,60000,120,48,25,1200,36,4,4,1,2,1,9g,1g,1
1852,1,60000,240,17,31,527,83,8,2,1,2,4,11g,27g,1
1853,1,60000,1050,42,7,294,20,35,5,1,5,7,5g,12g,1
1854,1,60000,900,5,19,95,115,30,6,1,3,5,8g,19g,1
1855,1,60000,180,29,43,1247,52,6,3,1,6,2,1g,5g,1
1856,1,60000,1050,12,19,228,5,35,5,1,7,7,5g,17g,1
1857,1,60000,240,37,43,1591,68,8,2,1,4,4,12g,3g,1
1858,1,60000,180,24,31,744,37,6,3,1,5,2,2g,25g,1
1859,1,60000,900,49,6,294,100,30,6,1,2,5,8g,10g,1
1860,1,60000,720,18,49,882,21,24,4,1,1,6,13g,21g,1
1861,1,60000,630,43,25,1075,84,21,7,1,4,3,7g,7g,1
1862,1,60000,150,6,12,72,53,5,5,1,3,1,10g,28g,1
1863,1,60000,240,30,37,1110,116,8,2,1,6,4,3g,14g,1
1864,1,60000,180,21,3,63,92,6,1,1,6,6,9g,19g,1
1865,1,60000,360,46,28,1288,29,12,4,1,3,3,3g,5g,1
1866,1,60000,360,9,40,360,124,12,6,1,5,2,12g,26g,1
1867,1,60000,450,33,16,528,60,15,3,1,2,5,6g,12g,1
1868,1,60000,1080,3,34,102,76,36,6,1,2,6,1g,16g,1
1869,1,60000,270,27,9,243,13,9,3,1,5,3,8g,1g,1
1870,1,60000,60,15,22,330,108,2,2,1,4,1,4g,23g,1
1871,1,60000,600,40,46,1840,45,20,5,1,7,4,11g,8g,1
1872,1,60000,720,14,26,364,57,24,6,1,5,4,8g,11g,1
1873,1,60000,630,38,2,76,120,21,3,1,2,7,1g,26g,1
1874,1,60000,150,1,14,14,25,5,1,1,7,5,11g,4g,1
1875,1,60000,240,26,38,988,88,8,4,1,4,2,5g,18g,1
1876,1,60000,180,7,8,56,41,6,2,1,3,3,3g,15g,1
1877,1,60000,900,32,32,1024,104,30,5,1,6,6,10g,29g,1
1878,1,60000,1050,20,45,900,9,35,7,1,2,5,6g,7g,1
1879,1,60000,240,44,20,880,72,8,4,1,5,2,13g,22g,1
1880,1,60000,270,4,42,168,112,9,3,1,4,3,7g,13g,1
1881,1,60000,1080,29,17,493,49,36,6,1,1,6,14g,27g,1
1882,1,60000,600,17,5,85,80,20,4,1,6,5,4g,6g,1
1883,1,60000,60,41,29,1189,17,2,1,1,3,2,10g,20g,1
1884,1,60000,450,23,23,529,128,15,5,1,3,3,12g,9g,1
1885,1,60000,360,47,48,2256,64,12,2,1,6,6,6g,24g,1
1886,1,60000,360,10,35,350,96,12,3,1,2,4,9g,2g,1
1887,1,60000,180,35,11,385,33,6,6,1,5,1,2g,16g,1
1888,1,60000,300,25,39,975,74,10,2,1,3,5,14g,2g,1
1889,1,60000,300,50,15,750,11,10,5,1,6,2,7g,16g,1
1890,1,60000,840,13,3,39,106,28,7,1,1,4,11g,9g,1
1891,1,60000,840,37,27,999,43,28,4,1,4,7,4g,23g,1
1892,1,60000,900,7,21,147,90,30,6,1,5,5,6g,5g,1
1893,1,60000,180,31,45,1395,27,6,3,1,2,2,12g,20g,1
1894,1,60000,90,19,33,627,122,3,1,1,7,3,2g,12g,1
1895,1,60000,720,43,9,387,58,24,4,1,4,6,9g,27g,1
1896,1,60000,750,10,30,300,19,25,5,1,4,5,2g,7g,1
1897,1,60000,120,34,6,204,82,4,2,1,7,2,8g,21g,1
1898,1,60000,360,22,18,396,51,12,4,1,2,3,5g,14g,1
1899,1,60000,1260,46,42,1932,114,42,7,1,5,6,11g,29g,1
1900,1,60000,360,16,12,192,3,12,3,1,5,4,10g,3g,1
1901,1,60000,180,40,36,1440,66,6,6,1,2,1,3g,18g,1
1902,1,60000,450,4,48,192,35,15,5,1,6,3,13g,11g,1
1903,1,60000,360,28,24,672,98,12,2,1,3,6,7g,25g,1
1904,1,60000,180,2,7,14,126,6,3,1,1,2,3g,24g,1
1905,1,60000,900,27,32,864,62,30,6,1,4,5,9g,10g,1
1906,1,60000,1050,14,44,616,94,35,5,1,3,7,6g,17g,1
1907,1,60000,240,39,19,741,31,8,2,1,6,4,13g,2g,1
1908,1,60000,240,20,38,760,110,8,4,1,7,2,8g,28g,1
1909,1,60000,150,45,13,585,47,5,1,1,4,5,1g,13g,1
1910,1,60000,540,8,25,200,78,18,3,1,5,6,11g,21g,1
1911,1,60000,540,33,50,1650,15,18,6,1,2,3,5g,6g,1
1912,1,60000,420,17,16,272,39,14,7,1,2,2,12g,30g,1
1913,1,60000,600,42,41,1722,102,20,4,1,5,5,5g,15g,1
1914,1,60000,420,5,29,145,7,14,2,1,3,7,9g,22g,1
1915,1,60000,600,30,4,120,70,20,5,1,6,4,2g,8g,1
1916,1,60000,60,11,47,517,55,2,2,1,6,1,7g,26g,1
1917,1,60000,600,36,22,792,118,20,5,1,3,4,13g,11g,1
1918,1,60000,1080,24,10,240,23,36,6,1,4,6,4g,19g,1
1919,1,60000,270,48,35,1680,86,9,3,1,1,3,10g,4g,1
1920,1,60000,1080,3,44,132,29,36,6,1,3,6,9g,3g,1
1921,1,60000,270,28,20,560,93,9,3,1,6,3,3g,18g,1
1922,1,60000,120,15,7,105,61,4,2,1,2,2,12g,11g,1
1923,1,60000,750,40,32,1280,124,25,5,1,5,5,6g,25g,1
1924,1,60000,360,21,13,273,13,12,2,1,5,6,4g,7g,1
1925,1,60000,450,46,38,1748,77,15,5,1,2,3,11g,22g,1
1926,1,60000,210,9,26,234,45,7,7,1,7,1,7g,14g,1
1927,1,60000,480,34,1,34,109,16,4,1,4,4,14g,29g,1
1928,1,60000,630,18,35,630,69,21,3,1,3,7,7g,5g,1
1929,1,60000,720,43,10,430,5,24,6,1,6,4,13g,20g,1
1930,1,60000,240,6,23,138,101,8,4,1,2,2,3g,13g,1
1931,1,60000,150,31,47,1457,37,5,1,1,5,5,10g,27g,1
1932,1,60000,900,12,4,48,85,30,5,1,4,6,11g,2g,1
1933,1,60000,180,37,29,1073,21,6,2,1,1,3,5g,16g,1
1934,1,60000,120,24,41,984,117,4,4,1,6,1,8g,9g,1
1935,1,60000,840,49,16,784,53,28,7,1,3,4,2g,23g,1
1936,1,60000,360,23,12,276,41,12,4,1,1,3,5g,26g,1
1937,1,60000,180,47,36,1692,105,6,1,1,4,6,11g,12g,1
1938,1,60000,450,11,49,539,9,15,3,1,3,5,1g,19g,1
1939,1,60000,360,35,24,840,73,12,6,1,6,2,8g,4g,1
1940,1,60000,360,5,30,150,57,12,4,1,6,3,13g,30g,1
